Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text
6052,Hotel Silver Saffron Near Paschim Vihar Metro Station,"Pashim Vihar, New Delhi",Nov-22,Pleasant,6,रूम अच्छा है स्टाफ भी गुड
6053,Hotel Silver Saffron Near Paschim Vihar Metro Station,"Pashim Vihar, New Delhi",Nov-22,Pleasant,6,Over all good
6054,Hotel Silver Saffron Near Paschim Vihar Metro Station,"Pashim Vihar, New Delhi",Sep-22,Quick & Comfy Stay,8,"Location is so easy to reach and staff is also supportive.
Hassle free Check in and check out
Bathroom is clean and hygienic, 
Interior is new and good quality"
6055,FabHotel Le Heritage Karol Bagh,"Karol bagh, New Delhi",Jun-22,Exceptional,10,"I book the hotel by booking.com when I reached the hotel they told me there is no booking by your name and you need to book again and booking. Come send me already confirmation I paid 1500 for the room ,which I want to pay only 1075 so i will never ever book by booking .com"
6056,FabHotel Le Heritage Karol Bagh,"Karol bagh, New Delhi",Sep-22,Passable,5,Location
6057,AK VILLA,"South Delhi, New Delhi",Jul-23,Zero facility,4,Location
6058,AK VILLA,"South Delhi, New Delhi",Jun-23,Great place,10, no comments available for this review
6059,AK VILLA,"South Delhi, New Delhi",Jun-23,Passable,5, no comments available for this review
6060,OYO Flagship 80818 Hotel Metro Inn Near Gurudwara Shri Bangla Sahib,"Paharganj, New Delhi",Jun-23,Felt like I was sleeping in a crime scene.,1,"Not a single thing about this place is a positive, other than leaving it behind forever. None of the photos on booking remotely resemble the room I was in."
6061,Caspia Hotel New Delhi,New Delhi,Sep-20,Good experience,7,Room ambience n staff behavior
6062,Caspia Hotel New Delhi,New Delhi,Jun-23,Passable,5,Location of the hotel was excellent.
6063,Caspia Hotel New Delhi,New Delhi,Jun-23,Passable,5,location
6064,Caspia Hotel New Delhi,New Delhi,May-23,plz repair all the ac,6, · ac not working at all
6065,Caspia Hotel New Delhi,New Delhi,May-23,Pleasant,6,I don’t like any things
6066,Caspia Hotel New Delhi,New Delhi,Apr-23,Pleasant,6,LOCATION
6067,Caspia Hotel New Delhi,New Delhi,Jan-23,overall was good except bed and pricing,6,clean and good atmosphere
6068,Caspia Hotel New Delhi,New Delhi,Feb-21,Old n Okay...,6, · Food was expensive...
6069,Caspia Hotel New Delhi,New Delhi,Feb-21,Pleasant,6, · Food was quite expensive...
6070,Caspia Hotel New Delhi,New Delhi,Feb-21,Good Location with just adequate facilities need to improve the bedding.,5,The Location and the staff.
6071,FabHotel F9 NFC,"New Friends Colony, New Delhi",Aug-23,Exceptional,10,"The property was amazing and the location too , It was an amazing stay"
6072,FabHotel F9 NFC,"New Friends Colony, New Delhi",Feb-23,For spending some is good,7,Hotel is good but is not well good
6073,FabHotel F9 NFC,"New Friends Colony, New Delhi",May-22,poor food,6,Food quality and front staff were poor.Room service good rooms need to clean more
6074,FabHotel F9 NFC,"New Friends Colony, New Delhi",Aug-23,Exceptional,10,Facilities and services
6075,FabHotel F9 NFC,"New Friends Colony, New Delhi",Aug-23,Exceptional,10,Food was really good and nice location
6076,FabHotel F9 NFC,"New Friends Colony, New Delhi",Aug-23,Poor,3,Hygene issue
6077,FabHotel F9 NFC,"New Friends Colony, New Delhi",Jul-23,Superb,9,prime location and nice room cleaning good
6078,FabHotel F9 NFC,"New Friends Colony, New Delhi",Jul-23,Superb,9,Its family hotel sarvice was quick
6079,FabHotel F9 NFC,"New Friends Colony, New Delhi",Jun-23,Bad,1,"Liked nothing, rooms were dirty, washrooms were dirty, and staff and receptionists were too much rude"
6080,FabHotel F9 NFC,"New Friends Colony, New Delhi",Jul-23,Very bad cleaning and bed was also not good,1,Room is not as per description
6081,FabHotel South View,"South Delhi, New Delhi",Oct-21,Excellent,10,Only issue soap shampoo hotel is not providing fab soap
6082,FabHotel South View,"South Delhi, New Delhi",Apr-23,Good and Helpful Staff. Need improvement in facilities.,6,The Staff was very good and helpful. They provided whatever we needed. The Service Quality was very good.
6083,FabHotel South View,"South Delhi, New Delhi",Nov-22,Overly priced and rated,6,Location and staff behaviour
6084,FabHotel South View,"South Delhi, New Delhi",Nov-22,Pleasant,6,"Very good location, Specious, staff is friendly , may be okay for money."
6085,FabHotel South View,"South Delhi, New Delhi",Sep-22,Pleasant,6,Location and staff nature
6086,FabHotel South View,"South Delhi, New Delhi",Aug-22,Passable,5,everything is ok
6087,FabHotel South View,"South Delhi, New Delhi",Mar-22,Good,7,Value for money
6088,FabHotel South View,"South Delhi, New Delhi",Jan-22,Good,7,"EVERYTHING, ESPECIALLY THE STAFF."
6089,FabHotel South View,"South Delhi, New Delhi",Oct-21,Pleasant,6,"Room was alright with AC, fridge, study table and cupboard."
6090,FabHotel South View,"South Delhi, New Delhi",Nov-21,Fair,7,The location and the room.
6091,Peacefulhuts luxurious 3bhk near Airport,"South West, New Delhi",Aug-23,Good,7,Kitchen ki pipe line cleaning issue tha & washing machine not working
6092,Peacefulhuts luxurious 3bhk near Airport,"South West, New Delhi",Aug-23,Very good,8,"The managers were extremely helpful and enabled us to fully appreciate the local hospitality. They assisted in arranging transport and excellent food choices. It was close to the metro and markets. 
Susan enjoyed your lively birthday kindness."
6093,HOTEL PARK PRIDE,"North Delhi, New Delhi",Jun-23,Exceptional,10,"The hotel is easy to locate as it's on the main road. The staff was very polite and happy to help 24*7. Overall, I had a comfortable stay at the hotel."
6094,Hotel Vista Inn,"Karol bagh, New Delhi",Jul-23,Exceptional,10,Budget friendly hotel. Looks same as mentioned in photos.Service was good and attentive response. Will suggest this in this area.
6095,Hotel Vista Inn,"Karol bagh, New Delhi",Jul-23,"Just OK, average rating",5,"Booking was prompt, management people gave nice welcome while in the check-in time."
6096,Hotel Vista Inn,"Karol bagh, New Delhi",Jul-23,Good,7,Its a good stay.. nd mr parveen is so polite & good
6097,Hotel Vista Inn,"Karol bagh, New Delhi",Aug-23,I never prefer again,1,Nothing there to like
6098,Hotel Vista Inn,"Karol bagh, New Delhi",Jul-23,Superb,9,Stay was good and staff are very helpful. The manager Mr.Praveen is very helpful in setting our room.
6099,Hotel Vista Inn,"Karol bagh, New Delhi",Jul-23,Very good,8, · Puri sabzi and poha is excellent 👌
6100,Hotel Vista Inn,"Karol bagh, New Delhi",Jul-23,Poor,3," · As per your profile no breakfast facilities available at hotel, electric cattle not available"
6101,Hotel Vista Inn,"Karol bagh, New Delhi",Jul-23,Superb,9,Affordable rooms with good facilities and cleanliness.I stayed in three different hotels for three different days but I found this hotel as the best in Karol bhag.Staff response was good.Praveen Kumar was so polite and responsive
6102,Hotel Vista Inn,"Karol bagh, New Delhi",Jul-23,Poor,3, no comments available for this review
6103,Hotel Vista Inn,"Karol bagh, New Delhi",Jul-23,Superb,9, no comments available for this review
6104,Hotel RIVERB,"South Delhi, New Delhi",Feb-23,Passable,5,"The room provides an amazing value for money and comfort for the price that they offer. It is neat and clean,
The restrooms may need a little revamp if possible. Overall it was good."
6105,Hotel RIVERB,"South Delhi, New Delhi",Feb-23,Bad experience. No electricity for 9 hours.,3,Convenient location.
6106,Hotel RIVERB,"South Delhi, New Delhi",Feb-23,Worst experience and incorporate owner,1,Rooms were clean.
6107,Hotel RIVERB,"South Delhi, New Delhi",Jun-23,Bad,1, no comments available for this review
6108,Hotel RIVERB,"South Delhi, New Delhi",Apr-23,Exceptional,10, no comments available for this review
6109,Hotel RIVERB,"South Delhi, New Delhi",Jan-23,Superb,9, no comments available for this review
6110,Collection O R S Villa Near Lotus Temple,"South Delhi, New Delhi",Aug-21,Stay away.. waste of money,1,Only the location is convenient
6111,Collection O R S Villa Near Lotus Temple,"South Delhi, New Delhi",Sep-22,Bad,1,Manager as very bad
6112,Collection O R S Villa Near Lotus Temple,"South Delhi, New Delhi",Mar-23,Poor,3, no comments available for this review
6113,Collection O R S Villa Near Lotus Temple,"South Delhi, New Delhi",Feb-23,Bad,1, no comments available for this review
6114,Collection O R S Villa Near Lotus Temple,"South Delhi, New Delhi",Feb-23,Exceptional,10, no comments available for this review
6115,Collection O R S Villa Near Lotus Temple,"South Delhi, New Delhi",Feb-23,Bad,1, no comments available for this review
6116,Collection O R S Villa Near Lotus Temple,"South Delhi, New Delhi",Dec-22,Bad,1, no comments available for this review
6117,Collection O R S Villa Near Lotus Temple,"South Delhi, New Delhi",Nov-22,Bad,1, no comments available for this review
6118,Collection O R S Villa Near Lotus Temple,"South Delhi, New Delhi",Sep-22,Bad,1, no comments available for this review
6119,Collection O R S Villa Near Lotus Temple,"South Delhi, New Delhi",Oct-22,Bad,1, no comments available for this review
6120,The Stay Inn New Delhi,"South Delhi, New Delhi",Aug-23,"I stayed on arrival in June, and again for 3 nights in August when I left India. A beautiful property in a great locatio",10,A very comfortable and peaceful oasis within New Delhi
6121,The Stay Inn New Delhi,"South Delhi, New Delhi",Jul-23,Exceptional,10,Great property
6122,The Stay Inn New Delhi,"South Delhi, New Delhi",Jun-23,"The house met all expectations, I recommend this place to everyone",10,"A great place, fully corresponds to the description, ideal for families and individual travelers.
The house is located in a quiet and peaceful place. There are a lot of flowers and greenery on the territory
Delicious breakfast, fresh fruit every morning.
Separately, I would like to express my gratitude to Amrita and the hotel staff, if there are any difficulties, they immediately help"
6123,The Stay Inn New Delhi,"South Delhi, New Delhi",Mar-23,A wonderful and peaceful oasis in south Delhi,10,"This was truly an oasis for us in Delhi.  It is a beautiful, peaceful property with lots of flowers and greenery.  We felt relieved to return here each night after being out on the busy streets of Delhi and Saket during the day.  Amrita, the owner, was wonderful.  She helped us coordinate our activities each day, and her cook prepared delicious dinners for us at night.  I will definitely stay here again if I return to Delhi."
6124,The Stay Inn New Delhi,"South Delhi, New Delhi",Mar-23,Very good,8,Except for the location this is really creates a home atmosphere . Can stay
6125,The Stay Inn New Delhi,"South Delhi, New Delhi",Feb-23,"We had a good time staying at this comfortable, quite and very clean property.",8,"The room was spacious, well-decorated and neat&clean. Our stay was very comfortable. The breakfast and the service were good as well."
6126,The Stay Inn New Delhi,"South Delhi, New Delhi",Feb-23,Exceptional,10,We were allowed to leave our luggage there after checkout to pick it up later - very nice people
6127,The Stay Inn New Delhi,"South Delhi, New Delhi",Feb-23,Satisfied,10,"Good breakfast
Good location 
Recommended"
6128,The Stay Inn New Delhi,"South Delhi, New Delhi",Nov-22,Exceptional,10,"A beautiful farm house style stay. Hospitality was at its best. Big cheers to the energetic Amrita who is a great host. The staff were also very down to earth. 
I enjoyed a lovely home dinner on my first day."
6129,The Stay Inn New Delhi,"South Delhi, New Delhi",Nov-22,Very good,8,"Our host, Amrita was very helpful and friendly. She helped us with directions and check-in even though it was as late as 1am.
We had a tasty cooked breakfast in the morning and all the staff were very polite and kind. They accommodated our extra requests, such as drying our clothes on the line outside and refilling water bottles.
Amrita also gave us plenty of good suggestions about places to see and restaurants.
It was very easy to pay as well with our cards and we didn't need to fetch cash."
6130,Bungalow 157,"South Delhi, New Delhi",Jul-23,Exceptional,10,"An outstanding experience at this hotel! No need for further reviews, everything has been said and appreciated. I want to emphasize how attentive and friendly the staff is. All services were top-notch - excellent service, reliable internet, impeccable cleanliness in both the rooms and bathrooms.
The presence of a separate kitchen and lounge on each floor was particularly delightful, providing additional comfort. It allows for pleasant moments and interaction with other guests.
I wholeheartedly recommend this hotel to anyone looking for the perfect place to stay. You will definitely not regret your choice!"
6131,Bungalow 157,"South Delhi, New Delhi",Jul-23,Very nice . People and rooms all nice,10,Very good
6132,Bungalow 157,"South Delhi, New Delhi",Aug-23,A great place to stay,10,"This boutique hotel is extremely clean and detailed oriented. With its minimalistic design, Bungalow is a perfect place to relax after a chaotic day in Delhi. The area is well located."
6133,Bungalow 157,"South Delhi, New Delhi",Jul-23,"Bungalow 157 is centrally located, very clean with lots of plants (trees) around and delicious food. They can also prepa",10,Very well designed interior and well maintained. Service was exceptionally good with amazing staff accommodating all our need
6134,Bungalow 157,"South Delhi, New Delhi",Jul-23,It was excellent value for money,10,The staff were very helpful and friendly. They were well organised in keeping the bungalow neat and clean!! Location is central part of the Delhi and easily accessible.  Commuting from the bungalow to various popular locations or tourist areas were within 15 to 30 minutes.
